,Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha)
0,1,1966,14,Chhattisgarh,Durg,462.875,185.0,337.59,44.0,20.0,454.55,0.6,0.4,666.67,3.0,2.0,666.67,0.2,0.1,500.0,50.7,-1.0,-1.0,0.9,1.6,1777.78
1,1,1967,14,Chhattisgarh,Durg,462.875,409.0,747.71,50.0,26.0,520.0,1.1,0.9,818.18,3.0,3.0,1000.0,0.1,0.1,1000.0,113.55,-1.0,-1.0,0.8,1.2,1500.0
2,1,1968,14,Chhattisgarh,Durg,462.875,468.0,841.27,53.7,30.0,558.66,0.5,0.4,800.0,2.8,2.0,714.29,0.1,0.1,1000.0,126.62,-1.0,-1.0,1.0,1.0,1000.0
3,1,1969,14,Chhattisgarh,Durg,462.875,400.8,711.4,49.4,26.5,536.44,0.8,0.6,750.0,2.7,2.3,851.85,0.1,0.1,1000.0,114.14,14.9,130.54,1.0,1.9,1900.0
4,1,1970,14,Chhattisgarh,Durg,462.875,473.6,828.55,44.2,29.0,656.11,0.9,0.6,666.67,2.5,3.3,1320.0,0.1,0.1,1000.0,126.4,24.3,192.25,0.7,1.4,2000.0
5,1,1971,14,Chhattisgarh,Durg,462.875,412.9,709.69,44.4,25.8,581.08,0.3,0.2,666.67,2.7,3.1,1148.15,0.1,1.5,774.4100000000001,124.2,20.2,162.64,0.5,1.0,2000.0
6,1,1972,14,Chhattisgarh,Durg,462.875,381.0,654.41,39.6,20.6,520.2,0.3,0.3,1000.0,2.8,3.2,1142.86,0.1,1.5,774.4100000000001,123.8,25.4,205.17,0.5,1.0,2000.0
7,1,1973,14,Chhattisgarh,Durg,462.875,471.9,786.5,37.3,18.6,498.66,0.2,0.2,1000.0,2.9,2.7,931.03,0.1,1.5,774.4100000000001,130.2,30.3,232.72,0.2,1.2,6000.0
8,1,1974,14,Chhattisgarh,Durg,462.875,219.0,372.83,36.5,22.4,613.7,0.5,0.4,800.0,2.9,2.9,1000.0,1.685,1.5,774.4100000000001,96.8,23.9,246.9,0.8,1.5,1875.0
9,1,1975,14,Chhattisgarh,Durg,462.875,454.0,758.82,49.2,27.8,565.04,0.2,0.2,1000.0,2.9,2.9,1000.0,1.685,1.5,774.4100000000001,131.5,30.8,234.22,0.8,1.4,1750.0
10,1,1976,14,Chhattisgarh,Durg,462.875,327.1,551.04,46.9,10.0,213.22,0.1,0.1,1000.0,3.0,2.0,666.67,0.1,1.5,774.4100000000001,105.7,7.1,67.17,0.6,0.8,1333.33
11,1,1977,14,Chhattisgarh,Durg,462.875,572.4,952.89,53.1,27.1,510.36,0.1,0.1,1000.0,3.4,2.8,823.53,0.1,1.5,774.4100000000001,128.6,24.5,190.51,0.1,0.3,3000.0
12,1,1978,14,Chhattisgarh,Durg,462.875,362.2,591.35,48.7,25.6,525.67,0.1,0.1,1000.0,3.4,2.9,852.94,0.1,0.1,1000.0,145.6,17.5,120.19,0.1,0.2,2000.0
13,1,1979,14,Chhattisgarh,Durg,462.875,330.6,535.99,44.6,17.8,399.1,0.5,0.5,1000.0,3.0,3.6,1200.0,0.1,0.2,1550.9787499999998,102.8,5.4,52.53,0.1,0.1,1000.0
14,1,1980,14,Chhattisgarh,Durg,462.875,515.6,812.1,44.1,33.6,761.9,0.2,0.2,1000.0,3.0,2.8,933.33,0.1,0.2,1550.9787499999998,113.4,19.8,174.6,0.1,0.1,1000.0
15,1,1981,14,Chhattisgarh,Durg,462.875,506.9,804.6,41.5,23.6,568.67,0.2,0.2,1000.0,3.0,3.0,1000.0,0.1,0.1,1000.0,117.1,15.8,134.93,0.1,0.1,1000.0
16,1,1982,14,Chhattisgarh,Durg,462.875,513.3,817.49,41.1,23.9,581.51,0.1,0.1,1000.0,3.0,3.1,1033.33,0.1,0.1,1000.0,117.9,15.9,134.86,0.1,0.2,2000.0
17,1,1983,14,Chhattisgarh,Durg,462.875,711.0,1134.51,39.9,20.6,516.29,0.1,0.1,1000.0,3.0,3.7,1233.33,0.1,0.1,1000.0,119.8,22.4,186.98,0.2,0.3,1500.0
18,1,1984,14,Chhattisgarh,Durg,462.875,563.8,891.81,40.5,19.9,491.36,0.3,0.3,1000.0,3.6,4.1,1138.89,0.2,0.2,1000.0,120.3,18.1,150.46,0.3,0.5,1666.67
19,1,1985,14,Chhattisgarh,Durg,462.875,699.8,1109.38,39.4,21.0,532.99,0.3,0.2,666.67,3.8,3.0,789.47,0.3,0.3,1000.0,120.3,19.0,157.94,0.3,0.3,1000.0
20,1,1986,14,Chhattisgarh,Durg,462.875,525.0,816.49,37.0,24.0,648.65,0.2,0.1,500.0,4.0,3.0,750.0,1.0,1.0,1000.0,97.8,18.6,190.18,0.4,0.5,1250.0
21,1,1987,14,Chhattisgarh,Durg,462.875,523.0,807.1,43.0,23.0,534.88,0.3,0.2,666.67,4.0,3.0,750.0,1.0,1.0,1000.0,93.2,22.4,240.34,0.1,0.3,3000.0
22,1,1988,14,Chhattisgarh,Durg,462.875,549.7,842.19,43.7,20.2,462.24,0.1,0.1,1000.0,3.8,4.0,1052.63,1.3,1.3,1000.0,86.1,15.0,174.22,0.2,0.5,2500.0
23,1,1989,14,Chhattisgarh,Durg,462.875,457.3,692.67,43.8,22.7,518.26,0.1,0.1,1000.0,3.7,4.8,1297.3,3.3,2.8,848.48,74.4,17.0,228.49,0.4,0.7,1750.0
24,1,1990,14,Chhattisgarh,Durg,462.875,775.0975000000001,1181.43,36.2,24.8,685.08,0.5,0.4,800.0,4.0,3.8,950.0,3.4,2.9,852.94,84.0,19.6,233.33,0.07,0.1,1428.57
25,1,1991,14,Chhattisgarh,Durg,462.875,773.6,1136.31,34.8,21.6,620.69,2.3,1.8,782.61,3.8,3.5,921.05,2.6,2.7,1038.46,86.4,26.0,300.93,0.46,0.9,1956.52
26,1,1992,14,Chhattisgarh,Durg,462.875,775.0975000000001,1129.8,56.1,20.5,365.42,1.1,1.0,909.09,4.4,6.0,1363.64,1.6,2.3,1437.5,90.8,28.2,310.57,0.35,0.6,1714.29
27,1,1993,14,Chhattisgarh,Durg,462.875,775.0975000000001,1246.02,33.8,23.8,704.14,2.6,3.6,1384.62,3.8,4.2,1105.26,2.5,2.6,1040.0,124.2,48.4,389.69,0.45,0.8,1777.78
28,1,1994,14,Chhattisgarh,Durg,462.875,775.0975000000001,1331.73,36.5,29.4,805.48,0.3,0.2,666.67,4.8,4.3,895.83,1.2,1.2,1000.0,117.0,40.0,341.88,0.4,0.7,1750.0
29,1,1995,14,Chhattisgarh,Durg,462.875,775.0975000000001,1454.44,37.1,26.5,714.29,0.1,0.1,1000.0,4.2,5.6,1333.33,0.9,1.0,1111.11,121.9,40.0,328.14,0.5,0.8,1600.0
30,1,1996,14,Chhattisgarh,Durg,462.875,775.0975000000001,1290.2,36.2,29.1,803.87,0.3,0.2,666.67,3.2,4.1,1281.25,0.8,0.8,1000.0,136.3,57.6,422.6,0.6,1.1,1833.33
31,1,1997,14,Chhattisgarh,Durg,462.875,775.0975000000001,1138.37,35.6,18.3,514.04,1.24,0.1,80.65,3.5,3.2,914.29,1.4,1.4,1000.0,149.44,62.4,417.56,0.48,0.9,1875.0
32,1,1998,14,Chhattisgarh,Durg,462.875,684.62,870.45,39.96,24.84,621.62,0.27,0.27,1000.0,5.61,5.68,1012.65,1.38,1.38,1000.0,151.86,47.57,313.25,1.17,2.27,1939.21
33,1,1999,14,Chhattisgarh,Durg,462.875,775.0975000000001,1251.04,0.0,0.0,0.0,2.935,1.84,558.7550000000001,3.81,4.98,1307.44,1.38,1.38,1000.0,108.14,35.93,332.25,1.03,3.43,3340.34
34,1,2000,14,Chhattisgarh,Durg,462.875,467.89,624.89,29.9,17.59,588.19,0.42,0.23,558.46,3.94,3.12,792.52,1.29,1.15,894.94,61.92,17.34,280.03,0.93,0.17,178.83
35,1,2001,14,Chhattisgarh,Durg,462.875,775.0975000000001,1294.13,34.33,24.11,702.43,0.28,0.25,902.45,3.9,2.62,672.21,1.2,1.71,1423.7,68.51,22.84,333.41,1.14,0.21,188.49
36,1,2002,14,Chhattisgarh,Durg,462.875,484.9,643.6,33.25,25.09,754.44,0.22,0.21,947.81,3.71,4.76,1284.3,1.25,1.67,1338.07,61.3,22.07,359.97,1.42,0.29,206.84
37,1,2003,14,Chhattisgarh,Durg,462.875,775.0975000000001,1494.73,37.99,29.58,778.78,0.17,0.15,872.07,3.4,3.35,983.49,0.96,1.33,1384.66,61.47,22.11,359.67,1.99,0.41,207.38
38,1,2004,14,Chhattisgarh,Durg,462.875,775.0975000000001,1268.46,36.43,23.19,636.48,0.16,0.11,678.48,3.26,3.87,1186.04,0.7,1.08,1526.54,67.23,31.95,475.24,3.14,0.65,206.84
39,1,2005,14,Chhattisgarh,Durg,462.875,775.0975000000001,1268.46,36.43,23.19,636.48,0.18,0.11,604.58,3.26,3.87,1186.04,0.7,1.08,1526.54,73.67,38.16,517.97,3.14,0.65,206.84
40,1,2006,14,Chhattisgarh,Durg,462.875,775.0975000000001,1505.81,36.81,26.62,723.16,0.21,0.15,717.19,5.28,5.03,953.14,0.71,1.04,1465.31,88.02,49.86,566.49,6.83,0.72,105.93
41,1,2007,14,Chhattisgarh,Durg,462.875,775.0975000000001,1369.98,37.32,34.38,921.03,0.18,0.17,920.85,3.3,3.82,1157.23,0.56,0.87,1550.9787499999998,96.56,82.96,859.2,9.84,1.21,123.15
42,1,2008,14,Chhattisgarh,Durg,462.875,704.09,876.42,36.46,31.19,855.47,0.21,0.26,1244.99,3.4,3.35,984.92,0.46,0.72,1550.9787499999998,94.77,73.18,772.2,7.54,0.84,111.7
43,1,2009,14,Chhattisgarh,Durg,462.875,622.05,788.37,42.44,38.12,898.09,0.19,0.22,1180.57,3.25,3.4,1045.97,0.56,1.02,1550.9787499999998,94.84,72.74,767.05,7.13,1.65,231.58
44,1,2010,14,Chhattisgarh,Durg,462.875,775.0975000000001,1695.77,46.12,45.87,994.69,0.23,0.32,1393.94,3.17,4.63,1457.32,0.51,0.96,1550.9787499999998,114.35,112.83,986.66,4.42,1.13,256.96
45,1,2011,14,Chhattisgarh,Durg,462.875,775.0975000000001,1756.23,44.98,50.19,1115.68,0.26,0.2,774.6,3.63,4.67,1285.56,0.54,0.84,1550.9787499999998,106.25,78.18,735.8,4.07,2.06,506.02
46,1,2012,14,Chhattisgarh,Durg,462.875,775.0975000000001,1900.97,43.87,47.69,1087.1,0.7,0.49,705.81,3.12,4.8,1538.56,0.48,0.72,1502.72,104.27,109.66,1051.69,4.97,1.26,252.98
47,1,2013,14,Chhattisgarh,Durg,462.875,775.0975000000001,1581.86,41.54,43.33,1043.06,0.27,0.17,636.36,3.64,6.34,1742.2,0.49,0.9,1550.9787499999998,108.22,99.31,917.64,3.94,0.93,237.45
48,1,2014,14,Chhattisgarh,Durg,462.875,775.0975000000001,1729.89,44.25,50.96,1151.49,0.22,0.18,809.24,4.02,5.84,1451.66,0.43,0.7,1550.9787499999998,99.93,46.2,462.3,5.75,3.46,602.17
49,1,2015,14,Chhattisgarh,Durg,462.875,775.0975000000001,1076.95,48.72,54.6,1120.74,0.18,0.19,1039.58,9.87,14.47,1467.17,0.44,0.75,1550.9787499999998,113.88,37.19,326.61,11.23,2.57,228.49
50,1,2016,14,Chhattisgarh,Durg,462.875,775.0975000000001,2085.96,48.94,61.84,1263.55,0.08,0.13,1592.3,7.95,16.12,2028.48,0.35,0.7,1550.9787499999998,0.0,0.0,0.0,18.52,7.21,389.38
51,1,2017,14,Chhattisgarh,Durg,462.875,775.0975000000001,1168.92,43.5,50.19,1153.77,0.11,0.14,1268.62,9.25,18.09,1956.03,0.45,0.77,1550.9787499999998,0.0,0.0,0.0,19.85,3.59,181.06
52,2,1966,14,Chhattisgarh,Bastar,406.0,261.0,642.86,2.0,1.0,500.0,4.9,4.2,857.14,23.0,31.0,1347.83,1.685,1.5,774.4100000000001,33.98,-1.0,-1.0,0.7,2.4,3428.57
53,2,1967,14,Chhattisgarh,Bastar,414.0,319.0,770.53,2.0,1.0,500.0,5.7,4.6,807.02,24.0,34.0,1416.67,1.685,1.5,774.4100000000001,35.69,-1.0,-1.0,0.9,2.8,3111.11
54,2,1968,14,Chhattisgarh,Bastar,423.2,294.0,694.71,2.3,1.0,434.78,6.9,5.3,768.12,24.7,24.0,971.66,1.685,1.5,774.4100000000001,37.22,-1.0,-1.0,1.2,3.7,3083.33
55,2,1969,14,Chhattisgarh,Bastar,429.1,329.0,766.72,2.3,1.5,652.17,6.8,4.8,705.88,25.1,25.0,996.02,1.685,1.5,774.4100000000001,38.09,10.3,270.41,1.2,4.1,3416.67
56,2,1970,14,Chhattisgarh,Bastar,437.7,316.8,723.78,2.4,1.9,791.67,6.5,5.2,800.0,25.4,36.1,1421.26,1.685,1.5,774.4100000000001,40.3,9.7,240.69,1.1,3.8,3454.55
57,2,1971,14,Chhattisgarh,Bastar,445.6,366.6,822.71,2.5,1.5,600.0,6.2,4.1,661.29,26.8,35.1,1309.7,1.685,1.5,774.4100000000001,42.5,12.6,296.47,1.2,3.8,3166.67
58,2,1972,14,Chhattisgarh,Bastar,443.1,285.8,645.0,2.7,1.7,629.63,6.6,5.2,787.88,26.8,37.1,1384.33,1.685,1.5,774.4100000000001,43.1,14.1,327.15,1.1,3.7,3363.64
59,2,1973,14,Chhattisgarh,Bastar,450.5,364.3,808.66,2.6,1.9,730.77,8.1,6.9,851.85,27.4,39.4,1437.96,1.685,1.5,774.4100000000001,49.2,16.8,341.46,1.2,4.0,3333.33
60,2,1974,14,Chhattisgarh,Bastar,451.6,302.9,670.73,2.4,2.0,833.33,8.1,5.8,716.05,28.2,34.6,1226.95,1.685,1.5,774.4100000000001,50.2,15.9,316.73,1.2,3.7,3083.33
61,2,1975,14,Chhattisgarh,Bastar,458.3,407.9,890.03,3.7,2.9,783.78,9.1,7.9,868.13,29.4,34.8,1183.67,1.685,1.5,774.4100000000001,53.3,17.8,333.96,1.1,3.7,3363.64
62,2,1976,14,Chhattisgarh,Bastar,459.6,296.1,644.26,3.3,2.2,666.67,7.4,4.7,635.14,28.7,32.6,1135.89,1.685,1.5,774.4100000000001,37.3,5.2,139.41,0.9,2.9,3222.22
63,2,1977,14,Chhattisgarh,Bastar,462.875,430.4,909.17,3.3,2.6,787.88,7.7,6.0,779.22,29.3,29.2,996.59,1.685,1.5,774.4100000000001,44.2,10.6,239.82,0.8,2.5,3125.0
64,2,1978,14,Chhattisgarh,Bastar,462.875,402.2,820.15,3.0,2.8,933.33,9.1,6.3,692.31,27.6,30.2,1094.2,1.685,1.5,774.4100000000001,44.8,11.8,263.39,0.8,2.8,3500.0
65,2,1979,14,Chhattisgarh,Bastar,462.875,309.2,621.51,3.0,2.4,800.0,9.4,8.3,882.98,27.0,39.4,1459.26,1.685,1.5,774.4100000000001,41.3,8.8,213.08,0.7,1.7,2428.57
66,2,1980,14,Chhattisgarh,Bastar,462.875,391.8,754.33,2.9,3.1,1068.97,9.4,8.1,861.7,28.0,30.3,1082.14,1.685,1.5,774.4100000000001,37.5,9.8,261.33,0.5,1.7,3400.0
67,2,1981,14,Chhattisgarh,Bastar,462.875,389.3,743.65,3.0,3.3,1100.0,9.0,8.2,911.11,27.0,29.4,1088.89,1.685,1.5,774.4100000000001,38.6,11.0,284.97,0.6,2.1,3500.0
68,2,1982,14,Chhattisgarh,Bastar,462.875,372.4,705.7,3.2,3.9,1218.75,9.0,5.5,611.11,28.0,36.7,1310.71,1.685,1.5,774.4100000000001,41.7,11.7,280.58,0.6,2.1,3500.0
69,2,1983,14,Chhattisgarh,Bastar,462.875,408.0,758.36,2.9,2.7,931.03,10.0,9.4,940.0,29.0,39.0,1344.83,1.685,1.5,774.4100000000001,43.5,13.5,310.34,0.8,2.8,3500.0
70,2,1984,14,Chhattisgarh,Bastar,462.875,395.6,741.66,2.8,3.0,1071.43,9.7,10.1,1041.24,28.8,42.8,1486.11,1.685,1.5,774.4100000000001,43.7,12.5,286.04,0.8,2.6,3250.0
71,2,1985,14,Chhattisgarh,Bastar,462.875,775.0975000000001,1502.16,2.6,2.6,1000.0,9.3,9.8,1053.76,28.7,32.4,1128.92,1.685,1.5,774.4100000000001,45.4,12.3,270.93,0.2,0.6,3000.0
72,2,1986,14,Chhattisgarh,Bastar,462.875,403.0,724.82,3.0,3.0,1000.0,9.0,8.0,888.89,28.0,34.0,1214.29,1.685,1.5,774.4100000000001,44.1,11.1,251.7,0.4,1.4,3500.0
73,2,1987,14,Chhattisgarh,Bastar,462.875,382.0,688.29,3.0,2.0,666.67,9.0,9.1,1011.11,28.0,34.0,1214.29,1.685,1.5,774.4100000000001,45.0,14.5,322.22,0.1,0.4,4000.0
74,2,1988,14,Chhattisgarh,Bastar,462.875,553.2,965.78,2.8,3.0,1071.43,9.4,8.6,914.89,28.6,40.9,1430.07,0.1,0.1,1000.0,44.9,14.8,329.62,0.2,0.6,3000.0
75,2,1989,14,Chhattisgarh,Bastar,462.875,544.7,952.77,2.6,2.7,1038.46,9.0,9.1,1011.11,28.4,54.7,1926.06,0.1,1.5,774.4100000000001,44.2,14.0,316.74,0.2,0.7,3500.0
76,2,1990,14,Chhattisgarh,Bastar,462.875,561.9,970.47,2.0,2.4,1200.0,8.1,7.8,962.96,27.5,40.6,1476.36,0.1,1.5,774.4100000000001,43.7,15.0,343.25,0.3,1.1,3666.67
77,2,1991,14,Chhattisgarh,Bastar,462.875,624.3,1072.13,2.2,3.0,1363.64,7.7,7.4,961.04,27.5,40.8,1483.64,1.685,1.5,774.4100000000001,43.6,16.1,369.27,0.17,0.5,2941.18
78,2,1992,14,Chhattisgarh,Bastar,462.875,533.3,912.56,1.6,2.0,1250.0,7.5,8.3,1106.67,27.5,46.3,1683.64,1.685,1.5,774.4100000000001,40.6,11.7,288.18,0.37,1.3,3513.51
79,2,1993,14,Chhattisgarh,Bastar,462.875,603.7,997.36,1.8,2.6,1444.44,5.5,9.4,1709.09,27.2,43.9,1613.97,0.1,0.1,1000.0,42.2,12.6,298.58,0.24,0.9,3750.0
80,2,1994,14,Chhattisgarh,Bastar,462.875,604.0,990.33,1.6,2.4,1500.0,7.4,6.2,837.84,25.5,32.2,1262.75,0.1,0.1,1000.0,41.8,13.1,313.4,0.3,0.9,3000.0
81,2,1995,14,Chhattisgarh,Bastar,462.875,589.1,951.7,1.6,2.5,1562.5,7.0,7.7,1100.0,24.7,41.6,1684.21,0.1,0.1,1000.0,41.5,13.4,322.89,0.3,1.1,3666.67
82,2,1996,14,Chhattisgarh,Bastar,462.875,670.5,1040.99,2.0,3.3,1650.0,11.9,11.9,1000.0,24.4,38.7,1586.07,0.1,0.1,1000.0,55.6,20.1,361.51,0.4,1.3,3250.0
83,2,1997,14,Chhattisgarh,Bastar,462.875,455.0,730.57,1.4,2.2,1571.43,6.43,5.3,824.26,24.5,34.1,1391.84,0.1,0.1,1000.0,39.17,11.6,296.15,0.29,1.0,3448.28
84,2,1998,14,Chhattisgarh,Bastar,462.875,569.8,908.63,2.4,3.8,1583.33,10.8,12.7,1175.93,37.1,56.8,1531.0,0.3,0.3,1000.0,52.3,16.7,319.31,0.3,1.2,4000.0
85,2,1999,14,Chhattisgarh,Bastar,462.875,676.2,1075.95,0.0,0.0,0.0,2.935,1.84,558.7550000000001,25.0,46.6,1864.0,1.685,1.5,774.4100000000001,9.1,3.62,397.8,0.37,1.35,3648.65
86,2,2000,14,Chhattisgarh,Bastar,462.875,523.9,834.2,1.7,2.75,1617.65,5.83,3.44,590.05,24.71,38.35,1552.0,0.08,0.07,875.0,15.17,4.48,295.32,0.44,0.13,295.45
87,2,2001,14,Chhattisgarh,Bastar,462.875,775.0975000000001,1454.52,2.5,3.88,1552.0,5.3,5.23,986.79,25.06,23.68,944.93,0.05,0.06,1200.0,15.21,5.45,358.32,0.33,0.11,333.33
88,2,2002,14,Chhattisgarh,Bastar,462.875,331.38,531.14,2.09,3.76,1799.04,3.74,2.36,631.02,25.26,35.99,1424.78,0.06,0.1,1550.9787499999998,11.32,2.95,260.6,0.32,0.09,281.25
89,2,2003,14,Chhattisgarh,Bastar,462.875,775.0975000000001,1648.41,2.42,3.83,1582.64,3.61,3.96,1096.95,29.48,45.98,1559.7,0.06,0.04,666.67,27.13,5.68,209.36,0.44,0.14,318.18
90,2,2004,14,Chhattisgarh,Bastar,462.875,775.0975000000001,1241.05,2.17,3.21,1479.26,3.55,2.48,698.59,30.19,49.74,1647.57,0.03,0.04,1333.33,29.42,8.9,302.52,0.31,0.1,322.58
91,2,2005,14,Chhattisgarh,Bastar,462.875,775.0975000000001,1241.05,2.17,3.21,1479.26,4.56,2.48,543.86,30.19,49.74,1647.57,0.03,0.04,1333.33,29.0,8.39,289.31,0.31,0.1,322.58
92,2,2006,14,Chhattisgarh,Bastar,462.875,775.0975000000001,1530.61,1.92,3.2,1666.67,4.52,2.7,597.35,31.15,41.19,1322.31,0.05,0.04,800.0,28.87,7.0,242.47,0.96,0.14,145.83
93,2,2007,14,Chhattisgarh,Bastar,462.875,775.0975000000001,1481.83,1.68,3.31,1970.24,2.2,1.87,850.0,32.66,59.39,1818.43,0.04,0.06,1500.0,11.56,4.9,423.88,1.3,0.21,161.54
94,2,2008,14,Chhattisgarh,Bastar,462.875,729.33,1161.76,1.71,2.6,1520.47,2.08,1.7,817.31,33.41,53.87,1612.39,0.05,0.07,1400.0,10.82,3.73,344.73,1.19,0.22,184.87
95,2,2009,14,Chhattisgarh,Bastar,462.875,682.46,1089.04,1.64,2.95,1798.78,2.05,2.42,1180.49,34.77,61.36,1764.74,0.02,0.03,1500.0,10.51,4.76,452.9,1.03,0.34,330.1
96,2,2010,14,Chhattisgarh,Bastar,462.875,775.0975000000001,1905.45,1.6,3.2,2000.0,2.7,4.4,1629.63,35.7,72.3,2025.21,1.685,1.5,774.4100000000001,24.23,7.35,303.34,1.02,0.12,117.65
97,2,2011,14,Chhattisgarh,Bastar,462.875,772.88,1231.23,1.33,2.49,1872.18,2.18,1.97,903.67,40.16,82.85,2063.0,0.01,0.01,1000.0,22.57,7.5,332.3,0.54,0.34,629.63
98,2,2012,14,Chhattisgarh,Bastar,462.875,775.0975000000001,2103.06,1.25,2.47,1976.0,2.23,1.92,860.99,41.04,84.27,2053.36,0.02,0.03,1500.0,21.95,7.1,323.46,0.45,0.16,355.56
99,2,2013,14,Chhattisgarh,Bastar,462.875,775.0975000000001,1969.4,0.97,1.75,1804.12,2.19,1.59,726.03,42.38,99.48,2347.33,0.03,0.05,1550.9787499999998,20.29,6.67,328.73,0.52,0.14,269.23
100,2,2014,14,Chhattisgarh,Bastar,462.875,775.0975000000001,2129.33,0.81,1.86,2296.3,2.2,2.09,950.0,43.1,86.93,2016.94,0.03,0.04,1333.33,21.21,7.06,332.86,0.61,0.33,540.98
101,2,2015,14,Chhattisgarh,Bastar,462.875,664.46,1030.87,0.84,1.75,2083.33,1.67,1.52,910.18,41.36,88.98,2151.35,0.06,0.09,1500.0,19.05,5.54,290.81,0.34,0.1,298.52
102,2,2016,14,Chhattisgarh,Bastar,462.875,775.0975000000001,1973.24,0.67,1.53,2265.58,1.67,2.34,1402.4,41.5,123.66,2979.5,0.07,0.12,1550.9787499999998,0.0,0.0,0.0,0.9,0.2,218.24
103,2,2017,14,Chhattisgarh,Bastar,462.875,775.0975000000001,1214.23,1.24,2.22,1783.13,1.49,1.79,1202.96,41.94,120.22,2866.36,0.06,0.08,1410.71,0.0,0.0,0.0,0.72,0.11,152.5
104,3,1966,14,Chhattisgarh,Raipur,462.875,469.0,654.11,6.0,2.0,333.33,0.6,0.5,833.33,1.0,1.0,1000.0,11.0,5.0,454.55,39.95,-1.0,-1.0,0.9,2.7,3000.0
105,3,1967,14,Chhattisgarh,Raipur,462.875,625.0,860.88,9.0,4.0,444.44,0.5,0.5,1000.0,1.0,1.0,1000.0,11.4,9.8,859.65,71.61,-1.0,-1.0,1.0,3.3,3300.0
106,3,1968,14,Chhattisgarh,Raipur,462.875,630.0,861.24,9.5,4.0,421.05,0.6,0.5,833.33,1.0,1.0,1000.0,11.5,6.0,521.74,82.73,-1.0,-1.0,1.2,4.0,3333.33
107,3,1969,14,Chhattisgarh,Raipur,462.875,671.2,912.95,7.6,3.4,447.37,0.6,0.4,666.67,1.0,0.7,700.0,10.5,6.9,657.14,71.31,11.3,158.46,1.0,3.2,3200.0
108,3,1970,14,Chhattisgarh,Raipur,462.875,775.0975000000001,1209.29,7.9,4.8,607.59,0.5,0.4,800.0,1.0,1.4,1400.0,10.1,7.8,772.28,79.1,17.0,214.92,1.0,3.3,3300.0
109,3,1971,14,Chhattisgarh,Raipur,462.875,699.8,929.1,7.9,4.9,620.25,0.5,0.4,800.0,0.9,1.1,1222.22,9.6,5.9,614.58,78.4,15.6,198.98,1.0,3.6,3600.0
110,3,1972,14,Chhattisgarh,Raipur,462.875,687.9,902.64,11.4,5.7,500.0,0.5,0.5,1000.0,0.9,1.1,1222.22,8.3,6.4,771.08,78.4,12.5,159.44,0.9,3.6,4000.0
111,3,1973,14,Chhattisgarh,Raipur,462.875,669.5,867.45,13.3,7.6,571.43,0.4,0.4,1000.0,0.9,1.0,1111.11,7.8,5.4,692.31,85.1,13.9,163.34,0.5,3.3,6600.0
112,3,1974,14,Chhattisgarh,Raipur,462.875,415.6,539.67,13.5,7.6,562.96,0.4,0.3,750.0,0.9,0.8,888.89,7.9,5.2,658.23,49.1,9.8,199.59,0.8,2.8,3500.0
113,3,1975,14,Chhattisgarh,Raipur,462.875,685.2,884.47,27.4,12.2,445.26,0.5,0.5,1000.0,1.1,1.1,1000.0,8.1,6.8,839.51,88.7,17.3,195.04,1.0,3.5,3500.0
114,3,1976,14,Chhattisgarh,Raipur,462.875,578.6,746.39,21.2,8.4,396.23,0.5,0.4,800.0,1.0,0.9,900.0,7.5,3.1,413.33,74.3,5.9,79.41,0.8,3.0,3750.0
115,3,1977,14,Chhattisgarh,Raipur,462.875,775.0975000000001,1155.27,27.6,17.9,648.55,0.6,0.7,1166.67,1.0,0.9,900.0,6.9,4.9,710.14,86.2,13.8,160.09,0.8,3.1,3875.0
116,3,1978,14,Chhattisgarh,Raipur,462.875,686.0,865.4,20.0,20.5,1025.0,0.6,0.4,666.67,0.9,0.8,888.89,7.0,5.4,771.43,86.7,11.0,126.87,0.6,2.3,3833.33
117,3,1979,14,Chhattisgarh,Raipur,462.875,420.2,528.55,14.0,10.0,714.29,0.6,0.3,500.0,0.9,0.6,666.67,5.5,8.4,1527.27,50.4,4.8,95.24,0.7,2.0,2857.14
118,3,1980,14,Chhattisgarh,Raipur,462.875,724.7,892.05,16.7,19.2,1149.7,0.6,0.5,833.33,0.8,0.6,750.0,5.1,8.2,1550.9787499999998,56.9,8.7,152.9,0.4,1.7,4250.0
119,3,1981,14,Chhattisgarh,Raipur,462.875,775.0975000000001,989.87,17.1,17.2,1005.85,0.6,0.6,1000.0,0.8,0.8,1000.0,5.2,8.0,1538.46,63.3,10.0,157.98,0.4,1.4,3500.0
