,Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha)
5949,115,1991,7,Maharashtra,Amarawati,13.9,6.1,438.85,11.1,12.8,1153.15,182.6,161.4,883.9,0.7,0.5,714.29,29.3,7.7,308.46875000000034,81.3,31.8,391.14,1.4,9.51,6792.86
5950,115,1992,7,Maharashtra,Amarawati,12.7,7.5,590.55,16.8,21.9,1303.57,198.8,290.9,1463.28,0.8,1.7,2125.0,23.8,19.1,802.52,87.4,59.3,678.49,1.6,8.45,5281.25
5951,115,1993,7,Maharashtra,Amarawati,11.1,9.6,864.86,12.2,17.6,1442.62,172.5,235.1,1362.9,0.8,1.3,1625.0,22.5,21.7,964.44,106.0,100.7,950.0,0.5,3.55,7100.0
5952,115,1994,7,Maharashtra,Amarawati,8.2,7.9,963.41,15.8,22.9,1449.37,135.9,208.7,1535.69,1.0,1.5,1500.0,21.3,18.2,854.46,113.7,92.1,810.03,2.2,16.88,7672.73
5953,115,1995,7,Maharashtra,Amarawati,9.9,6.1,616.16,15.4,21.4,1389.61,117.9,203.2,1723.49,0.7,0.7,1000.0,18.7,21.8,1165.78,130.7,117.0,895.18,2.9,24.8,8551.72
5954,115,1996,7,Maharashtra,Amarawati,10.4,8.3,798.08,15.5,24.4,1574.19,122.2,226.9,1856.79,0.7,0.8,1142.86,16.1,16.7,1037.27,135.3,129.905,978.57,2.8,21.42,7650.0
5955,115,1997,7,Maharashtra,Amarawati,9.0,5.5,611.11,16.5,13.0,787.88,124.4,181.3,1457.4,0.7,1.0,1428.57,13.1,11.7,893.13,152.5,129.905,887.87,2.4,23.95,9979.17
5956,115,1998,7,Maharashtra,Amarawati,8.7,6.1,701.15,19.2,24.7,1286.46,115.8,173.7,1500.0,1.0,1.7,1700.0,9.1,9.8,1076.92,193.575,129.905,1244.29,2.0,16.99,8495.0
5957,115,1999,7,Maharashtra,Amarawati,8.8,5.6,636.36,21.7,35.0,1612.9,117.2,130.7,1115.19,0.8,1.0,1250.0,8.4,6.8,809.52,193.575,129.905,740.83,2.2,21.64,9836.36
5958,115,2000,7,Maharashtra,Amarawati,8.9,4.4,494.38,13.4,17.0,1268.66,118.8,170.2,1432.66,0.9,0.9,1000.0,6.6,4.7,712.12,193.575,129.905,660.64,3.5,28.69,8197.14
5959,115,2001,7,Maharashtra,Amarawati,10.3,9.7,941.75,11.3,15.0,1327.43,109.1,152.9,1401.47,1.1,2.6,2363.64,3.5,3.5,1000.0,166.3,129.905,903.67,3.0,20.41,6803.33
5960,115,2002,7,Maharashtra,Amarawati,11.0,7.2,654.55,11.1,11.5,1036.04,103.0,144.1,1399.03,1.0,1.9,1900.0,2.5,1.5,600.0,167.2,129.905,922.97,2.3,12.4,5391.3
5961,115,2003,7,Maharashtra,Amarawati,10.2,6.0,588.24,11.6,14.4,1241.38,100.3,143.2,1427.72,1.2,2.6,2166.67,2.0,1.7,850.0,165.3,129.905,1334.72,2.5,15.53,6212.0
5962,115,2004,7,Maharashtra,Amarawati,9.6,4.2,437.5,10.3,12.0,1165.05,92.8,88.7,955.82,1.6,2.03,1268.75,2.0,2.1,1050.0,176.9,85.28,482.08,0.0,0.0,0.0
5963,115,2005,7,Maharashtra,Amarawati,10.2,5.0,490.2,17.0,23.3,1370.59,94.1,123.8,1315.62,1.9,3.09,1626.32,2.3,3.0,1304.35,193.575,129.905,1088.0,1.1,7.25,6590.91
5964,115,2006,7,Maharashtra,Amarawati,8.5,4.6,541.18,25.4,42.5,1673.23,94.7,111.5,1177.4,1.7,2.68,1576.47,2.3,3.4,1478.26,193.575,129.905,1455.27,0.7,3.97,5671.43
5965,115,2007,7,Maharashtra,Amarawati,6.3,5.18,822.22,53.7,101.5,1890.13,77.9,105.83,1358.54,1.8,5.54,3077.78,2.2,2.28,1036.36,193.575,129.905,1636.36,1.2,9.59,7991.67
5966,115,2008,7,Maharashtra,Amarawati,4.5,1.8,400.0,45.4,63.0,1387.67,40.3,36.7,910.67,1.6,4.64,2900.0,1.8,1.0,555.56,193.575,129.905,345.56,0.8,4.39,5487.5
5967,115,2009,7,Maharashtra,Amarawati,4.3,6.23,1448.84,49.3,97.27,1973.02,49.1,52.67,1072.71,1.4,3.11,2221.43,1.7,1.93,1135.29,193.575,129.905,802.48,0.2,1.4,7000.0
5968,115,2010,7,Maharashtra,Amarawati,3.8,2.76,726.32,54.7,105.37,1926.33,49.5,52.77,1066.06,1.6,3.97,2481.25,1.5,1.69,1126.67,193.575,129.905,1562.07,0.3,2.07,6900.0
5969,115,2011,7,Maharashtra,Amarawati,4.1,3.1,756.1,32.5,58.87,1811.38,40.3,58.76,1458.06,1.2,3.34,2783.33,1.9,2.31,1215.79,193.575,129.905,1243.08,0.4,2.87,7175.0
5970,115,2012,7,Maharashtra,Amarawati,3.8,1.55,407.89,36.1,71.51,1980.89,37.7,48.97,1298.94,2.64,4.51,1708.33,2.6,4.03,1550.0,193.575,129.905,1516.86,0.3,1.67,5566.67
5971,115,2013,7,Maharashtra,Amarawati,4.7,0.8,170.21,42.0,65.0,1547.62,35.2,22.7,644.89,1.3,3.3,2538.46,3.8,6.0,1550.9787499999998,193.575,129.905,970.53,0.3,2.17,7233.33
5972,115,2014,7,Maharashtra,Amarawati,5.3,1.6,301.89,66.4,87.2,1313.25,27.0,27.6,1022.22,2.6,1.8,692.31,5.8,7.7,1327.59,193.575,129.905,361.49,0.4,1.61,4025.0
5973,115,2015,7,Maharashtra,Amarawati,5.6,1.2,214.29,68.0,69.3,1019.12,25.4,18.5,728.35,1.0,1.4,1400.0,7.9,11.0,1392.41,193.575,129.905,368.28,0.3,1.59,5300.0
5974,115,2016,7,Maharashtra,Amarawati,6.9,4.6,666.67,73.6,111.9,1520.38,23.9,29.4,1230.13,2.2,4.7,2136.36,4.6,6.1,1326.09,0.0,0.0,0.0,0.43,1.18,2744.19
5975,115,2017,7,Maharashtra,Amarawati,8.9,3.0,337.08,39.3,69.4,1765.9,18.34,17.5,954.15,8.02,18.8,2344.14,3.37,4.0,1188.35,0.0,0.0,0.0,0.12,0.48,3966.94
5976,116,1966,7,Maharashtra,Yeotmal,12.0,4.0,333.33,17.0,5.0,294.12,281.9,125.6,445.55,0.0,0.0,0.0,19.0,6.0,315.79,84.2,8.4,99.76,0.5,2.3,4600.0
5977,116,1967,7,Maharashtra,Yeotmal,13.0,5.0,384.62,15.0,6.0,400.0,280.6,137.5,490.02,0.0,0.0,0.0,26.0,13.0,500.0,94.4,15.1,159.96,0.4,1.9,4750.0
5978,116,1968,7,Maharashtra,Yeotmal,12.1,6.0,495.87,15.0,4.0,266.67,287.8,180.0,625.43,0.1,0.0,0.0,27.1,22.0,811.81,40.1,24.5,610.97,0.4,3.2,8000.0
5979,116,1969,7,Maharashtra,Yeotmal,12.5,5.4,432.0,13.5,5.1,377.78,276.7,182.3,658.84,0.1,0.1,1000.0,32.1,22.1,688.47,44.7,24.5,548.1,0.6,4.1,6833.33
5980,116,1970,7,Maharashtra,Yeotmal,12.3,6.3,512.2,15.8,7.7,487.34,257.9,81.3,315.24,0.2,0.1,500.0,35.8,18.5,516.76,51.1,20.9,409.0,0.5,3.2,6400.0
5981,116,1971,7,Maharashtra,Yeotmal,13.2,6.4,484.85,14.9,7.1,476.51,277.4,141.9,511.54,0.3,0.1,333.33,34.5,21.6,626.09,47.5,23.9,503.16,0.5,2.9,5800.0
5982,116,1972,7,Maharashtra,Yeotmal,12.9,2.4,186.05,16.4,6.5,396.34,273.4,118.0,431.6,0.2,0.0,0.0,37.9,11.6,308.46875000000034,53.1,13.3,250.47,0.6,3.3,5500.0
5983,116,1973,7,Maharashtra,Yeotmal,13.6,6.2,455.88,24.9,13.6,546.18,285.6,166.3,582.28,0.1,0.0,0.0,37.9,25.8,620.19,56.2,28.4,505.34,0.7,4.8,6857.14
5984,116,1974,7,Maharashtra,Yeotmal,12.4,7.8,629.03,23.1,18.2,787.88,270.1,184.5,683.08,0.2,0.1,500.0,32.3,24.0,743.03,48.8,28.2,577.87,0.8,5.8,7250.0
5985,116,1975,7,Maharashtra,Yeotmal,15.5,11.3,729.03,30.0,33.8,1126.67,273.7,170.0,621.12,1.0,1.1,1100.0,33.7,26.1,774.48,53.5,29.5,551.4,1.0,7.5,7500.0
5986,116,1976,7,Maharashtra,Yeotmal,16.3,8.5,521.47,28.3,27.3,964.66,295.9,257.3,869.55,0.1,0.2,2000.0,37.6,13.9,369.68,54.6,16.7,305.86,1.1,8.8,8000.0
5987,116,1977,7,Maharashtra,Yeotmal,15.8,13.7,867.09,28.6,26.8,937.06,299.9,287.8,959.65,0.1,0.2,2000.0,33.6,25.5,758.93,51.9,29.2,562.62,1.4,11.6,8285.71
5988,116,1978,7,Maharashtra,Yeotmal,16.7,15.4,922.16,29.0,26.2,903.45,280.8,236.5,842.24,0.2,0.4,2000.0,35.9,12.0,334.26,53.0,16.0,301.89,2.0,13.4,6700.0
5989,116,1979,7,Maharashtra,Yeotmal,16.4,12.2,743.9,25.9,24.0,926.64,282.3,267.8,948.64,0.4,0.7,1750.0,32.4,20.7,638.89,51.8,24.9,480.69,1.4,10.3,7357.14
5990,116,1980,7,Maharashtra,Yeotmal,16.2,12.7,783.95,24.3,25.5,1049.38,275.8,220.9,800.94,0.3,0.3,1000.0,31.9,18.3,573.67,39.7,16.7,420.65,1.6,12.3,7687.5
5991,116,1981,7,Maharashtra,Yeotmal,14.7,16.6,1129.25,26.6,27.7,1041.35,273.3,260.8,954.26,0.2,0.4,2000.0,30.3,14.9,491.75,40.4,20.5,507.43,1.2,10.3,8583.33
5992,116,1982,7,Maharashtra,Yeotmal,11.9,8.3,697.48,21.8,19.4,889.91,258.9,357.7,1381.61,0.1,0.2,2000.0,32.0,13.6,425.0,33.4,13.3,398.2,1.8,11.9,6611.11
5993,116,1983,7,Maharashtra,Yeotmal,10.8,8.9,824.07,23.7,27.3,1151.9,238.5,254.5,1067.09,0.1,0.2,2000.0,36.3,20.6,567.49,27.3,17.3,633.7,1.5,11.1,7400.0
5994,116,1984,7,Maharashtra,Yeotmal,9.7,3.8,391.75,15.2,13.1,861.84,230.1,264.3,1148.63,0.1,0.2,2000.0,14.5,5.1,351.72,28.3,10.5,371.02,1.3,12.9,9923.08
5995,116,1985,7,Maharashtra,Yeotmal,9.5,5.2,547.37,15.0,12.7,846.67,227.0,296.7,1307.05,0.1,0.2,2000.0,17.0,9.1,535.29,32.0,12.3,384.38,1.1,5.7,5181.82
5996,116,1986,7,Maharashtra,Yeotmal,9.0,5.0,555.56,16.0,15.0,937.5,216.3,174.8,808.14,0.1,0.0,0.0,18.0,11.0,611.11,35.3,16.5,467.42,1.6,11.1,6937.5
5997,116,1987,7,Maharashtra,Yeotmal,8.0,4.0,500.0,12.0,10.0,833.33,226.8,303.7,1339.07,0.4,0.2,500.0,13.0,8.0,615.38,41.9,22.2,529.83,3.4,24.9,7323.53
5998,116,1988,7,Maharashtra,Yeotmal,8.0,4.8,600.0,20.6,20.7,1004.85,186.4,160.5,861.05,0.4,0.4,1000.0,20.0,16.6,830.0,49.3,25.8,523.33,3.3,22.6,6848.48
5999,116,1989,7,Maharashtra,Yeotmal,8.2,5.2,634.15,17.6,22.5,1278.41,226.2,409.5,1810.34,0.2,0.2,1000.0,16.6,15.3,921.69,42.1,24.0,570.07,4.5,31.3,6955.56
6000,116,1990,7,Maharashtra,Yeotmal,8.8,7.0,795.45,19.2,25.3,1317.71,213.2,330.3,1549.25,0.2,0.2,1000.0,17.8,17.9,1005.62,46.4,29.5,635.78,6.9,51.54,7469.57
6001,116,1991,7,Maharashtra,Yeotmal,8.2,3.5,426.83,10.1,10.3,1019.8,227.7,301.4,1323.67,0.2,0.2,1000.0,11.4,7.2,631.58,35.0,14.2,405.71,7.1,49.84,7019.72
6002,116,1992,7,Maharashtra,Yeotmal,6.2,4.8,774.19,16.9,22.7,1343.2,228.9,373.8,1633.03,0.2,0.3,1500.0,12.1,12.5,1033.06,43.1,28.4,658.93,6.1,45.09,7391.8
6003,116,1993,7,Maharashtra,Yeotmal,6.7,4.6,686.57,17.0,27.8,1635.29,235.5,277.3,1177.49,0.3,0.4,1333.33,11.1,10.7,963.96,45.9,36.4,793.03,5.3,36.75,6933.96
6004,116,1994,7,Maharashtra,Yeotmal,5.3,5.0,943.4,18.2,28.1,1543.96,199.1,196.8,988.45,0.5,0.3,600.0,9.6,10.9,1135.42,50.6,35.4,699.6,5.6,41.08,7335.71
6005,116,1995,7,Maharashtra,Yeotmal,5.0,2.8,560.0,19.4,22.1,1139.18,163.3,165.1,1011.02,0.2,0.2,1000.0,9.9,9.8,989.9,56.2,58.8,1046.26,6.5,41.21,6340.0
6006,116,1996,7,Maharashtra,Yeotmal,5.7,4.6,807.02,20.4,30.1,1475.49,164.4,271.3,1650.24,0.2,0.3,1500.0,10.5,11.0,1047.62,60.0,69.9,1165.0,10.1,74.37,7363.37
6007,116,1997,7,Maharashtra,Yeotmal,6.2,3.5,564.52,19.1,8.9,465.97,164.3,118.8,723.07,0.4,0.6,1500.0,8.4,6.1,726.19,72.8,76.7,1053.57,1.2,9.01,7508.33
6008,116,1998,7,Maharashtra,Yeotmal,5.4,4.0,740.74,21.1,25.5,1208.53,157.4,223.8,1421.86,0.1,0.2,2000.0,6.8,6.3,926.47,91.4,129.905,1832.06875,6.5,53.85,8284.62
6009,116,1999,7,Maharashtra,Yeotmal,5.3,4.6,867.92,24.2,28.8,1190.08,153.5,184.2,1200.0,0.1,0.1,1000.0,6.5,6.0,923.08,95.8,111.66,1165.55,7.0,64.9,9271.43
6010,116,2000,7,Maharashtra,Yeotmal,5.2,4.3,826.92,17.1,18.9,1105.26,154.5,170.3,1102.27,0.1,0.1,1000.0,5.7,4.3,754.39,92.1,97.2,1055.37,7.4,55.99,7566.22
6011,116,2001,7,Maharashtra,Yeotmal,4.8,4.8,1000.0,17.1,19.6,1146.2,145.6,159.3,1094.09,0.2,0.5,2500.0,6.3,6.5,1031.75,86.2,100.17,1162.06,6.9,49.92,7234.78
6012,116,2002,7,Maharashtra,Yeotmal,3.7,2.4,648.65,17.6,18.6,1056.82,139.5,164.7,1180.65,0.2,0.4,2000.0,7.7,11.9,1545.45,95.3,123.52,1296.12,7.2,44.8,6222.22
6013,116,2003,7,Maharashtra,Yeotmal,3.3,2.0,606.06,17.6,20.8,1181.82,129.1,132.8,1028.66,0.1,0.2,2000.0,5.2,5.5,1057.69,109.7,129.905,1362.26,5.6,35.0,6250.0
6014,116,2004,7,Maharashtra,Yeotmal,2.4,0.8,333.33,5.1,5.0,980.39,115.1,113.0,981.76,0.1,0.1,1000.0,1.2,0.8,666.67,183.0,96.44,526.99,3.0,19.96,6653.33
6015,116,2005,7,Maharashtra,Yeotmal,1.8,0.9,500.0,15.9,15.8,993.71,115.0,88.4,768.7,0.1,0.2,2000.0,12.5,21.4,1550.9787499999998,193.575,129.905,1129.77,2.7,19.23,7122.22
6016,116,2006,7,Maharashtra,Yeotmal,0.6,0.3,500.0,33.1,37.6,1135.95,83.5,82.0,982.04,0.4,0.7,1750.0,10.4,11.3,1086.54,193.575,129.905,1084.96,11.3,71.77,6351.33
6017,116,2007,7,Maharashtra,Yeotmal,0.6,0.4,666.67,45.6,82.2,1802.63,81.7,88.4,1082.01,0.2,0.6,3000.0,7.0,7.9,1128.57,193.575,129.905,1239.12,13.3,111.26,8365.41
6018,116,2008,7,Maharashtra,Yeotmal,0.5,0.2,400.0,38.0,41.2,1084.21,74.4,72.0,967.74,0.5,1.5,3000.0,3.0,3.1,1033.33,193.575,107.22,338.66,6.3,35.73,5671.43
6019,116,2009,7,Maharashtra,Yeotmal,0.2,0.33,1650.0,18.0,19.96,1108.89,71.6,37.55,524.44,1.1,2.44,2218.18,1.2,1.67,1391.67,193.575,128.86,409.86,2.3,16.72,7269.57
6020,116,2010,7,Maharashtra,Yeotmal,0.0,0.0,0.0,41.7,61.4,1472.42,68.6,52.5,765.31,0.8,1.46,1825.0,7.14,8.9,1246.5,193.575,129.905,1366.53,4.5,30.06,6680.0
6021,116,2011,7,Maharashtra,Yeotmal,0.1,0.1,1000.0,34.1,58.45,1714.08,67.1,86.23,1285.1,0.5,1.39,2780.0,6.2,8.08,1303.23,193.575,129.905,1341.05,4.7,33.05,7031.92
6022,116,2012,7,Maharashtra,Yeotmal,0.1,0.04,400.0,36.1,64.59,1789.2,59.8,68.85,1151.34,1.26,1.12,888.89,8.7,14.33,1550.9787499999998,193.575,129.905,1639.2,4.2,35.51,8454.76
6023,116,2013,7,Maharashtra,Yeotmal,0.1,0.0,0.0,34.5,30.7,889.86,48.3,15.6,322.98,0.4,0.5,1250.0,10.0,12.5,1250.0,193.575,129.905,582.24,6.5,49.07,7549.23
6024,116,2014,7,Maharashtra,Yeotmal,0.0,0.0,0.0,29.1,26.8,920.96,47.1,22.5,477.71,1.3,1.3,1000.0,9.4,11.5,1223.4,193.575,109.5,346.19,8.1,55.37,6835.8
6025,116,2015,7,Maharashtra,Yeotmal,0.0,0.0,0.0,35.6,37.6,1056.18,48.0,20.4,425.0,3.4,3.0,882.35,13.0,12.3,946.15,193.575,129.905,500.0,13.6,90.84,6679.41
6026,116,2016,7,Maharashtra,Yeotmal,0.0,0.0,0.0,60.2,77.9,1294.02,34.5,18.8,544.93,3.4,7.3,2147.06,37.9,27.2,661.8,0.0,0.0,0.0,12.49,88.83,7110.38
6027,116,2017,7,Maharashtra,Yeotmal,0.0,0.0,0.0,12.8,13.0,1015.62,23.87,13.1,548.76,2.4,4.9,2041.67,3.14,3.8,1210.96,0.0,0.0,0.0,14.13,59.33,4199.76
6028,117,1966,7,Maharashtra,Wardha,6.0,1.0,166.67,38.0,17.0,447.37,145.1,88.2,607.86,0.0,0.0,0.0,5.0,1.0,308.46875000000034,54.6,4.1,75.09,0.1,0.6,6000.0
6029,117,1967,7,Maharashtra,Wardha,6.0,2.0,333.33,40.0,13.0,325.0,140.1,85.7,611.71,0.0,0.0,0.0,7.0,3.0,428.57,62.8,7.2,114.65,0.1,0.3,3000.0
6030,117,1968,7,Maharashtra,Wardha,6.0,5.0,833.33,35.7,18.0,504.2,133.9,100.0,746.83,0.0,0.0,0.0,6.5,5.0,769.23,21.0,9.2,438.1,0.1,0.5,5000.0
6031,117,1969,7,Maharashtra,Wardha,6.8,6.8,1000.0,34.0,11.8,347.06,133.4,73.8,553.22,0.0,0.0,0.0,7.4,4.7,635.14,20.3,8.0,394.09,0.1,0.6,6000.0
6032,117,1970,7,Maharashtra,Wardha,7.1,7.5,1056.34,35.4,12.9,364.41,132.0,38.0,287.88,0.1,0.0,0.0,7.8,4.2,538.46,23.4,7.8,333.33,0.1,0.6,6000.0
6033,117,1971,7,Maharashtra,Wardha,8.8,8.0,909.09,34.7,16.2,466.86,133.9,47.5,354.74,0.0,0.0,0.0,8.2,4.9,597.56,20.5,9.6,468.29,0.1,0.6,6000.0
6034,117,1972,7,Maharashtra,Wardha,9.1,3.8,417.58,33.1,14.3,432.02,121.8,45.7,375.21,0.0,0.0,0.0,9.3,2.7,308.46875000000034,24.0,5.3,220.83,0.1,0.6,6000.0
6035,117,1973,7,Maharashtra,Wardha,8.6,7.0,813.95,39.3,18.5,470.74,130.4,62.7,480.83,0.1,0.0,0.0,8.4,4.1,488.1,26.3,8.1,307.98,0.1,0.7,7000.0
6036,117,1974,7,Maharashtra,Wardha,8.9,5.6,629.21,38.5,47.6,1236.36,127.3,99.4,780.83,0.0,0.0,0.0,9.1,6.6,725.27,29.8,10.8,362.42,0.1,0.7,7000.0
6037,117,1975,7,Maharashtra,Wardha,9.1,10.3,1131.87,42.9,43.0,1002.33,133.4,74.1,555.47,0.0,0.0,0.0,8.4,7.7,916.67,27.7,11.4,411.55,0.1,0.7,7000.0
6038,117,1976,7,Maharashtra,Wardha,10.1,7.5,742.57,42.4,35.0,825.47,136.6,105.3,770.86,0.1,0.1,1000.0,11.0,4.9,445.45,30.0,9.3,310.0,0.2,1.6,8000.0
6039,117,1977,7,Maharashtra,Wardha,10.3,10.9,1058.25,41.6,41.8,1004.81,136.6,125.3,917.28,0.0,0.0,0.0,11.1,9.6,864.86,32.4,14.2,438.27,0.2,1.7,8500.0
6040,117,1978,7,Maharashtra,Wardha,10.5,14.1,1342.86,47.0,37.7,802.13,132.6,110.1,830.32,0.0,0.0,0.0,10.0,4.1,410.0,42.4,11.4,268.87,0.2,1.6,8000.0
6041,117,1979,7,Maharashtra,Wardha,11.0,9.4,854.55,45.4,37.0,814.98,131.6,138.9,1055.47,0.1,0.2,2000.0,9.0,7.1,788.89,42.2,11.7,277.25,0.1,1.2,12000.0
6042,117,1980,7,Maharashtra,Wardha,10.8,6.7,620.37,37.9,48.7,1284.96,126.1,103.4,819.98,0.1,0.1,1000.0,8.9,6.3,707.87,25.4,4.9,192.91,0.2,1.5,7500.0
6043,117,1981,7,Maharashtra,Wardha,9.8,13.9,1418.37,37.2,37.9,1018.82,128.0,110.7,864.84,0.5,0.0,0.0,8.4,5.1,607.14,24.1,8.0,331.95,0.2,1.7,8500.0
6044,117,1982,7,Maharashtra,Wardha,8.9,11.2,1258.43,36.7,44.1,1201.63,127.0,161.7,1273.23,0.6,0.0,0.0,8.9,4.6,516.85,24.8,10.2,411.29,0.2,1.3,6500.0
6045,117,1983,7,Maharashtra,Wardha,8.8,7.5,852.27,36.7,46.4,1264.31,124.7,118.1,947.07,0.0,0.0,0.0,10.1,7.0,693.07,27.2,11.1,408.09,0.2,1.4,7000.0
6046,117,1984,7,Maharashtra,Wardha,9.7,4.8,494.85,32.6,33.1,1015.34,119.2,130.9,1098.15,0.0,0.0,0.0,17.0,14.6,858.82,32.2,10.6,329.19,0.2,2.0,10000.0
6047,117,1985,7,Maharashtra,Wardha,9.7,10.0,1030.93,29.0,26.7,920.69,113.5,132.6,1168.28,0.0,0.0,0.0,18.6,10.5,564.52,42.9,16.2,377.62,0.0,0.0,0.0
6048,117,1986,7,Maharashtra,Wardha,9.0,6.0,666.67,27.0,23.0,851.85,105.2,42.2,401.14,7.0,3.0,428.57,21.6,10.2,472.22,45.1,15.3,339.25,0.0,0.0,0.0
6049,117,1987,7,Maharashtra,Wardha,8.0,2.0,250.0,22.0,15.0,681.82,110.7,104.7,945.8,7.9,3.0,379.75,13.8,10.7,775.36,53.0,23.2,437.74,0.0,0.0,0.0
6050,117,1988,7,Maharashtra,Wardha,5.6,7.8,1392.86,22.7,23.1,1017.62,99.2,100.9,1017.14,0.0,0.0,0.0,19.9,15.5,778.89,55.9,30.7,549.19,0.1,0.7,7000.0
6051,117,1989,7,Maharashtra,Wardha,4.8,3.9,812.5,22.8,24.8,1087.72,86.8,146.2,1684.33,0.0,0.0,0.0,18.3,13.9,759.56,53.0,26.4,498.11,0.1,0.7,7000.0
6052,117,1990,7,Maharashtra,Wardha,3.9,2.5,641.03,21.0,20.0,952.38,89.9,86.8,965.52,0.0,0.0,0.0,17.2,16.9,982.56,56.1,37.3,664.88,1.0,7.77,7770.0
6053,117,1991,7,Maharashtra,Wardha,3.5,1.7,485.71,17.4,21.5,1235.63,80.6,67.1,832.51,0.0,0.0,0.0,17.1,6.2,362.57,66.3,32.3,487.18,0.3,2.17,7233.33
6054,117,1992,7,Maharashtra,Wardha,3.3,2.7,818.18,16.8,19.4,1154.76,80.7,87.7,1086.74,0.0,0.0,0.0,11.6,7.1,612.07,74.8,46.8,625.67,0.2,1.24,6200.0
6055,117,1993,7,Maharashtra,Wardha,2.1,2.2,1047.62,14.1,16.8,1191.49,75.0,82.5,1100.0,0.2,0.3,1500.0,12.2,11.2,918.03,92.6,106.8,1153.35,0.2,1.4,7000.0
6056,117,1994,7,Maharashtra,Wardha,1.7,1.5,882.35,19.1,27.1,1418.85,76.3,67.7,887.29,0.2,0.3,1500.0,10.3,7.5,728.16,89.7,68.6,764.77,1.1,8.06,7327.27
6057,117,1995,7,Maharashtra,Wardha,1.4,1.6,1142.86,19.7,23.7,1203.05,68.9,65.8,955.01,0.0,0.0,0.0,8.3,7.3,879.52,90.4,81.2,898.23,1.8,13.48,7488.89
6058,117,1996,7,Maharashtra,Wardha,1.3,1.3,1000.0,15.9,23.5,1477.99,70.8,102.0,1440.68,0.1,0.1,1000.0,7.2,6.0,833.33,97.8,116.7,1193.25,3.1,20.81,6712.9
6059,117,1997,7,Maharashtra,Wardha,0.8,0.4,500.0,16.4,5.1,310.98,65.3,48.9,748.85,0.0,0.0,0.0,6.5,3.6,553.85,114.0,109.7,962.28,1.2,16.54,13761.512499999999
6060,117,1998,7,Maharashtra,Wardha,0.5,0.5,1000.0,19.1,20.7,1083.77,56.1,58.9,1049.91,0.4,0.6,1500.0,6.4,5.7,890.62,143.5,129.905,973.52,2.8,22.98,8207.14
6061,117,1999,7,Maharashtra,Wardha,0.5,0.3,600.0,21.0,25.5,1214.29,50.6,39.4,778.66,0.2,0.2,1000.0,6.3,5.0,793.65,149.3,129.905,1350.23,2.7,23.27,8618.52
6062,117,2000,7,Maharashtra,Wardha,0.6,0.3,500.0,19.3,22.5,1165.8,44.9,44.4,988.86,0.1,0.1,1000.0,4.3,4.0,930.23,141.8,129.905,1161.5,3.5,23.39,6682.86
6063,117,2001,7,Maharashtra,Wardha,0.5,0.3,600.0,18.9,24.7,1306.88,37.8,35.7,944.44,0.1,0.2,2000.0,2.8,2.1,750.0,133.1,129.905,1273.48,3.2,19.14,5981.25
6064,117,2002,7,Maharashtra,Wardha,0.5,0.3,600.0,19.9,24.1,1211.06,35.2,31.9,906.25,0.0,0.0,0.0,2.2,2.0,909.09,163.4,129.905,1049.27,3.9,23.2,5948.72
6065,117,2003,7,Maharashtra,Wardha,0.3,0.2,666.67,20.7,25.0,1207.73,30.3,29.5,973.6,0.0,0.0,0.0,2.1,1.9,904.76,176.9,129.905,1447.15,2.9,17.17,5920.69
6066,117,2004,7,Maharashtra,Wardha,0.2,0.2,1000.0,15.5,18.1,1167.74,25.8,22.8,883.72,0.0,0.0,0.0,2.6,2.3,884.62,193.575,129.905,1027.83,1.6,7.2,4500.0
6067,117,2005,7,Maharashtra,Wardha,0.2,0.2,1000.0,19.0,24.0,1263.16,20.6,16.3,791.26,0.0,0.0,0.0,3.3,3.4,1030.3,193.575,129.905,1084.52,1.6,8.85,5531.25
6068,117,2006,7,Maharashtra,Wardha,0.1,0.1,1000.0,25.3,37.5,1482.21,16.1,13.5,838.51,0.1,0.2,2000.0,3.7,4.4,1189.19,193.575,129.905,1199.41,3.4,22.93,6744.12
6069,117,2007,7,Maharashtra,Wardha,0.1,0.09,900.0,27.7,47.5,1714.8,11.0,8.1,736.36,0.1,0.3,3000.0,3.8,4.95,1302.63,193.575,129.905,1326.32,5.5,31.92,5803.64
6070,117,2008,7,Maharashtra,Wardha,0.0,0.0,0.0,19.2,25.0,1302.08,4.6,1.6,347.83,0.1,0.2,2000.0,1.3,1.1,846.15,193.575,129.905,585.94,1.9,7.23,3805.26
